participant,paragraph,speaker,text
participant14,239,Interviewer,"Well exactly yes so tell me about, so tell me what so what, how, what he had to have done then if you had…?"
participant14,240,Interviewee,This pinky this part of my hand and yeah I think that’s it.
participant14,241,Interviewer,And did you end up having to have an operation?
participant14,242,Interviewee,No.
participant14,243,Interviewer,"No but did they cast you have you been, had a cast or what…"
participant14,244,Interviewee,Yes.
participant14,245,Interviewer,Yeah fine.  So how did you know that you needed to go to hospital for your broken bone?
participant14,246,Interviewee,"Well it was, it just fell it was a pretty bad fall so I knew that I’d done something and just my pinky was just…"
participant14,247,Interviewer,Was it facing the wrong way?
participant14,248,Interviewee,"No but it was just really, really sore."
participant14,249,Interviewer,So it was really sore and straightaway it was pretty sore.
participant14,250,Interviewee,Yeah.
participant14,251,Interviewer,And you were abroad then as well of course were you in …?
participant14,252,Mother,It was just up in Bearsden.
participant14,253,Interviewer,"Oh yeah fine so that’s good so I guess if you knew the hospital so did you go to the hospital or did you, what did you do or…?"
participant14,254,Interviewee,Yes.
participant14,255,Interviewer,Yeah fine.  Fine.  So you’ve had experience of that and then the other time you had your injury?
participant14,256,Interviewee,That was years ago when we were living in Australia
participant14,257,Mother,That’s a really bad example.
participant14,258,Interviewee,Yeah.
participant14,259,Mother,Because you didn’t go to the hospital.
participant14,260,Interviewee,Because…
participant14,261,Interviewer,Well no absolutely yes so you didn’t…
participant14,262,Interviewee,So it was just it was football actually I’ve broken it a few times.  The other one but the one in the I just realised I’d done something badly in it I stubbed my finger but I didn’t go to the hospital for months and …
participant14,263,Mother,No it wasn’t months.
participant14,264,Interviewee,Well weeks.
participant14,265,Mother,"It was a week to ten days we thought oh it doesn’t look as if it’s quite right and we took him and he had a hair line fracture.  But you went it, it was more the way you said it, it was almost as if you sort of bent you know staved it and a whole week I m"
participant14,266,Interviewer,"Yes, yeah, yeah."
participant14,267,Mother,But it was broken.
participant14,268,Interviewer,But you eventually you were like no it isn’t getting better it isn’t getting right and then…
participant14,269,Interviewee,Yeah.
participant14,270,Interviewer,And then as a family you kind of decided right yeah you need to go. yeah.  So it’s interesting how as a family you make a decision about the point at which it is bad enough to need to go to hospital.   So I guess you have your opinion and you chat with yo
participant14,271,Mother,I mean we’ve had a few…
participant14,272,Interviewee,Yeah but it’s normally just catching a football as well.
participant14,273,Mother,Yeah but also there were a few A&E cases where it was bundled straight in the car and off to A&E without a blink of an eye. You fell off the wooden sofa and your arms were inside your tee shirt so he bumped his face on the concrete floor and it was just i
participant14,274,Interviewer,"Yes, yeah, yeah."
participant14,275,Mother,"And flying your kite.  You’ve had a few touch wood, probably in the last maybe in the last few years but when you were small there were quite a few"
participant14,276,Interviewer,"So you’ve obviously had injuries and in a way I would you just described to me you’re very much normal kind of you know upbringing like you do stuff together but do you, there’s something like testicular pain it’s different to injuries do you think or do "
participant14,277,Interviewee,Yeah ‘cos it’s not as common.
participant14,278,Interviewer,"Yes so do you think some of it is about how common it is and how you know you’ve got, you’ve had your injuries and you’ve probably got mates who’ve had injuries and you’ve probably got mates who’ve had operations for broken bones as such but you’ve never "
participant14,279,Interviewee,No.
participant14,280,Interviewer,So it’s difficult to know how you would respond in that situation if you’ve never kind of thought about it.   Ok all right.  That’s really interesting yes.   So if I wanted to tell people about his problem so that you got to hospital quicker what do you t
participant14,281,Interviewee,School just learning at school.
participant14,282,Interviewer,"Yes.  Do you think you just need to learn that, do you think you need to learn about it once or do you think you need to hear about it a couple of times or…?"
participant14,283,Interviewee,Yes reminders.
participant14,284,Interviewer,Yeah I think well I don’t know what do you think?   Have you got any thoughts about where they could…?
participant14,285,Mother,"Well I guess I think if their mum that there seems much focus on boys’ health and in particular in the recent press.  Health it might be deemed as embarrassing or I think with girls there seems to be more awareness, more promotion, more focus actually on "
participant14,286,Interviewer,You think that’s absolutely true that’s borne out we have lots of things that show that but boys and girls have the same amount of health needs but girls are much more promoted to come to hospital and…
